fsq_id,name,geocodes.main.latitude,geocodes.main.longitude,location.address,location.country,location.locality,location.postcode,location.region,fsq_am_cat
4c3db3d30928b713393895ef,beasley park,43.257991,-79.86204,96 Mary St,CA,Hamilton,L8R 1K4,ON,0.0
4ba4379df964a520e88c38e3,central park,43.264483,-79.869259,,CA,Hamilton,,ON,0.0
4e41a87a62e13c6ce8011724,city hall parkette,43.255011,-79.875307,,CA,Hamilton,,ON,0.0
4cdac1effc9737043886ca05,chedoke park,43.254497,-79.877631,,CA,,,Ontario,0.0
4e42b2e6ae60f5540b43b689,wellington square,43.25364,-79.858987,351 King St W,CA,Hamilton,L9H 1W8,ON,0.0
4b817446f964a5201da730e3,bayfront park,43.267599,-79.868024,325 Bay St N,CA,Hamilton,L8L 1M5,ON,0.0
4c30b05266e40f473edac38b,haaa park,43.253911,-79.883049,,CA,,,,0.0
4c7eaa041009a0931924454e,hill street community garden,43.256445,-79.888625,,CA,Hamilton,,ON,0.0
4d32f6fd8250f04db997f8e0,hill street dog park,43.256626,-79.887728,13 Hill St,CA,Hamilton,,ON,0.0
4bd4dd546798ef3b6896628d,mapleside park,43.248469,-79.883981,11 Mapleside Ave,CA,Hamilton,,ON,0.0
4cdac1effc9737043886ca05,chedoke park,43.254497,-79.877631,,CA,,,Ontario,0.0
4c3db4500928b7137d3895ef,beulah park,43.247436,-79.89229,59 Beulah Ave,CA,Hamilton,,ON,0.0
4e9193959a52db7dbaae8259,highland gardens park,43.246462,-79.891151,Hillcrest Ave,CA,Hamilton,L8P 4L9,ON,0.0
4c3db4740928b713903895ef,jackson park,43.261193,-79.88943,439 Jackson St W,CA,Hamilton,,ON,0.0
4e41a87a62e13c6ce8011724,city hall parkette,43.255011,-79.875307,,CA,Hamilton,,ON,0.0
4c1aa02163750f47bf98b367,durand park,43.250092,-79.876004,250 Park St S,CA,Hamilton,,ON,0.0
54405515498e7625f0d02d59,cathedral dog park,43.261597,-79.891446,707 King St W,CA,Hamilton,,ON,0.0
4c30b05266e40f473edac38b,haaa park,43.253911,-79.883049,,CA,,,,0.0
4bd4dd546798ef3b6896628d,mapleside park,43.248469,-79.883981,11 Mapleside Ave,CA,Hamilton,,ON,0.0
4c7eaa041009a0931924454e,hill street community garden,43.256445,-79.888625,,CA,Hamilton,,ON,0.0
4d32f6fd8250f04db997f8e0,hill street dog park,43.256626,-79.887728,13 Hill St,CA,Hamilton,,ON,0.0
4c3db4500928b7137d3895ef,beulah park,43.247436,-79.89229,59 Beulah Ave,CA,Hamilton,,ON,0.0
4e9193959a52db7dbaae8259,highland gardens park,43.246462,-79.891151,Hillcrest Ave,CA,Hamilton,L8P 4L9,ON,0.0
4cdac1effc9737043886ca05,chedoke park,43.254497,-79.877631,,CA,,,Ontario,0.0
4e41a87a62e13c6ce8011724,city hall parkette,43.255011,-79.875307,,CA,Hamilton,,ON,0.0
4c3db4740928b713903895ef,jackson park,43.261193,-79.88943,439 Jackson St W,CA,Hamilton,,ON,0.0
4c1aa02163750f47bf98b367,durand park,43.250092,-79.876004,250 Park St S,CA,Hamilton,,ON,0.0
4ffda4bae4b0c14fdb77f051,gore park promenade,43.256556,-79.868335,,CA,,,,0.0
4bc778b88b7c9c747f8536cf,gore park,43.256034,-79.868572,1 Hughson St N,CA,Hamilton,L8R 3L5,ON,0.0
4c3db3d30928b713393895ef,beasley park,43.257991,-79.86204,96 Mary St,CA,Hamilton,L8R 1K4,ON,0.0
4c3db2f30928b713ca3795ef,mclaren park,43.26028,-79.864282,160 John St S,CA,Hamilton,L8N 2C4,ON,0.0
4e42b2e6ae60f5540b43b689,wellington square,43.25364,-79.858987,351 King St W,CA,Hamilton,L9H 1W8,ON,0.0
4de33e9952b1d38d298203ef,pheasant plucker parking lot,43.250493,-79.868515,,CA,Hamilton,,ON,0.0
4e41a87a62e13c6ce8011724,city hall parkette,43.255011,-79.875307,,CA,Hamilton,,ON,0.0
4d828dab99b78cfacc8a8d1f,shamrock park,43.250452,-79.8648,149 Walnut St S,CA,Hamilton,L8N 0A8,ON,0.0
4ba4379df964a520e88c38e3,central park,43.264483,-79.869259,,CA,Hamilton,,ON,0.0
4c892501944e224bab3e2285,j.c. beemer park,43.255078,-79.855567,86 Victor Blvd,CA,Hamilton,L9A 2V4,ON,0.0
4cdac1effc9737043886ca05,chedoke park,43.254497,-79.877631,,CA,,,Ontario,0.0
4eb7413029c212fb6d309900,corktown park,43.248528,-79.86364,Forest Ave,CA,Hamilton,,ON,0.0
4c3db4c40928b713bb3895ef,carter park,43.249373,-79.861372,32 Stinson St,CA,Hamilton,,ON,0.0
50c9fac3e4b088d25ef38d28,woolverton park,43.249122,-79.861005,90 Charlton Ave E,CA,,,Ontario,0.0
c0bf8f06543441675dda2a66,woodlands park,43.259207,-79.845507,501 Barton St E,CA,Hamilton,,ON,0.0
4c675628e75ac928d882fada,woodlands park,43.260295,-79.84518,Sanford Ave N,CA,Hamilton,,ON,0.0
4c7d7aead461a143014c7df5,birge park,43.262003,-79.847694,Birge St,CA,Hamilton,,ON,0.0
4f0a0ce6e4b0aa2dc80687e5,birch avenue,43.258322,-79.83882,200 Birch Ave,CA,Hamilton,L8L 2Z7,ON,0.0
4db45edafa8c350240e39197,powell park,43.255341,-79.840497,134 Stirton St,CA,Hamilton,,ON,0.0
4c8933cc105237046aebc6f1,keith park,43.263777,-79.847901,90 Burton St,CA,Hamilton,,ON,0.0
4e42ad57fa7630be8402fa0a,lucy day park,43.257774,-79.833581,,CA,Hamilton,,ON,0.0
4c892501944e224bab3e2285,j.c. beemer park,43.255078,-79.855567,86 Victor Blvd,CA,Hamilton,L9A 2V4,ON,0.0
4c30b05266e40f473edac38b,haaa park,43.253911,-79.883049,,CA,,,,0.0
4cdac1effc9737043886ca05,chedoke park,43.254497,-79.877631,,CA,,,Ontario,0.0
4bd4dd546798ef3b6896628d,mapleside park,43.248469,-79.883981,11 Mapleside Ave,CA,Hamilton,,ON,0.0
4c1aa02163750f47bf98b367,durand park,43.250092,-79.876004,250 Park St S,CA,Hamilton,,ON,0.0
4e41a87a62e13c6ce8011724,city hall parkette,43.255011,-79.875307,,CA,Hamilton,,ON,0.0
4c7eaa041009a0931924454e,hill street community garden,43.256445,-79.888625,,CA,Hamilton,,ON,0.0
4d32f6fd8250f04db997f8e0,hill street dog park,43.256626,-79.887728,13 Hill St,CA,Hamilton,,ON,0.0
4f3e95b0e4b0de6b3665a745,mountain view hotel park,43.244751,-79.87853,,CA,,,,0.0
4e9193959a52db7dbaae8259,highland gardens park,43.246462,-79.891151,Hillcrest Ave,CA,Hamilton,L8P 4L9,ON,0.0
4fbd3411e4b0f79ab35caa4c,southam park,43.244263,-79.875435,,CA,,,,0.0
4de33e9952b1d38d298203ef,pheasant plucker parking lot,43.250493,-79.868515,,CA,Hamilton,,ON,0.0
